id,category,score,status,dealer,url,price_usd,condition,city_state,year,model,finish,serial,weight_lbs,nut_width_in,fret1_depth_in,fret12_depth_in,neck_profile,shoulder_description,fingerboard_radius,pickups,case_included,modifications,measurements_source,date_discovered,last_confirmed_active
g274,es_335,56.2,ACTIVE,Austin Vintage Guitars,https://reverb.com/item/92253124-gibson-memphis-58-es-335-vos-2018-sunburst,4599.0,Very Good,"Austin, TX",2018,Memphis '58 ES-335 Reissue VOS,Sunburst,,7.9375,,,,,,,MHS PAF-style (stock on Memphis '58 VOS; not stated),Original case + COA,,,2026-07-30,2026-08-01
g058,es_335,55.6,SOLD,Carter Vintage Guitars,https://cartervintage.com/shop/gibson-murphy-lab-light-aged-64-es-335-2026-inverness-green/3GHCu1V95GdWLp2aOi1tlUoL0sZ,8999,New (Murphy Lab Light Aged),"Nashville, TN",2026,Gibson Custom Shop Murphy Lab Light Aged '64 ES-335 Reissue,Inverness Green (double-stinger neck),,7.4,1.677,0.916,0.989,'64 C,"Comfortable '64 carve, 'a good amount of meat without being over the top' per dealer","12""",Custombuckers (7.9k neck / 7.8k bridge),OHSC,None (new),dealer measured,2026-07-19,2026-07-21
g220,les_paul,55.5,ACTIVE,DIABLO GUITARS - AXES OF EVIL!,https://reverb.com/item/96203466-gibson-wildwood-spec-58-les-paul-standard-hand-painted-by-tom-murphy-tom-s-tea-2022-w-ohsc,6999.99,Excellent,,2022,Wildwood Spec 58 Les Paul Standard,Tom's Tea,82274,8.688,1.672,0.901,1.007,Chunky,,,Custombuckers,True,,,2026-07-30,2026-08-01
g228,les_paul,55.1,ACTIVE,Wildwood Guitars,https://reverb.com/item/92453226-gibson-custom-shop-wildwood-spec-1956-les-paul-standard-gloss,5849.0,Brand New,,,Les Paul Standard,Cherry Tea Burst,,8.7,1.6875,0.92,1.02,'50s Rounded,,,2 Custom P-90s w/Alnico III Magnets,True,,,2026-07-30,2026-08-01
g230,les_paul,55.1,ACTIVE,Wildwood Guitars,https://reverb.com/item/91769546-gibson-custom-shop-wildwood-spec-1957-les-paul-standard-gloss,6699.0,Brand New,,,Les Paul Standard,Blue Sparkle Finish Type: Gloss,,8.75,1.6875,0.94,1.02,'50s Chunky D,,,2 Custom Buckers wound to Wildwood Spec,True,,,2026-07-30,2026-08-01
g233,les_paul,55.1,ACTIVE,Wildwood Guitars,https://reverb.com/item/90790908-gibson-custom-shop-wildwood-spec-1956-les-paul-standard-gloss,6699.0,Brand New,,,Les Paul Standard,Red Sparkle Finish Type: Gloss,,8.71,1.6875,0.91,1.03,1950s Chunky D Profile,,,2 Custom P-90s w/Alnico III Magnets,True,,,2026-07-30,2026-08-01
g236,les_paul,55.1,ACTIVE,Wildwood Guitars,https://reverb.com/item/90562131-gibson-custom-shop-wildwood-spec-1956-les-paul-standard-gloss,6699.0,Brand New,,,Les Paul Standard,Ebony Sparkle Finish Type: Gloss,,8.66,1.6875,0.91,1.0,'50s Rounded,,,2 Custom P-90s w/Alnico III Magnets,True,,,2026-07-30,2026-08-01
g240,les_paul,55.1,ACTIVE,Wildwood Guitars,https://reverb.com/item/89141615-gibson-custom-shop-wildwood-spec-1956-les-paul-standard-gloss,5849.0,Brand New,,,Les Paul Standard,Sweet Cherry,,8.53,1.6875,0.89,1.02,'50s Rounded,,,2 Custom P-90s w/Alnico III Magnets,True,,,2026-07-30,2026-08-01
g241,les_paul,55.1,ACTIVE,Wildwood Guitars,https://reverb.com/item/88439548-gibson-custom-shop-wildwood-spec-1956-les-paul-standard-gloss,5849.0,Brand New,,,Les Paul Standard,Sweet Cherry,,8.69,1.6875,0.92,1.02,'50s Rounded,,,2 Custom P-90s w/Alnico III Magnets,True,,,2026-07-30,2026-08-01
g232,les_paul,54.9,ACTIVE,Wildwood Guitars,https://reverb.com/item/91060999-gibson-custom-shop-wildwood-spec-1956-les-paul-standard-gloss,6699.0,Brand New,,,Les Paul Standard,Blue Sparkle Finish Type: Gloss,,8.29,1.6875,0.93,1.02,'50s Chunky D,,,2 Custom P-90s w/Alnico III Magnets,True,,,2026-07-30,2026-08-01
g052,es_335,54.6,ACTIVE,Willcutt Guitars,https://willcuttguitars.com/products/gibson-es-335-50s-ebony-284-es35500ebnh1-235050284,3499,New,"Lexington, KY",2023,Gibson ES-335 '50s (USA),Ebony,235050284,7.95,,0.86,0.97,Rounded '50s C,"Dealer-measured .86-.97 - chunky '50s shoulders, above target windows","12""",Custombucker Alnico 3,Hardshell case included,,dealer measured,2026-07-19,2026-08-01
g235,les_paul,53.7,ACTIVE,Wildwood Guitars,https://reverb.com/item/90684931-gibson-custom-shop-wildwood-spec-1956-les-paul-standard-gloss,5999.0,Brand New,,,Les Paul Standard,Sapphire Blue Metallic,,8.87,1.6875,0.92,1.01,'50s Rounded,,,2 Custom P-90s w/Alnico III Magnets,True,,,2026-07-30,2026-08-01
g238,les_paul,53.7,ACTIVE,Wildwood Guitars,https://reverb.com/item/90077342-gibson-custom-shop-wildwood-spec-1957-les-paul-standard-gloss,5499.0,Brand New,,,Les Paul Standard,Goldtop,,8.87,1.6875,0.9,1.01,'50s Chunky D,,,2 Custom Buckers wound to Wildwood Spec,True,,,2026-07-30,2026-08-01
g126,es_335,53.5,ACTIVE,Reverb – Vintage Emporium,https://reverb.com/item/89690825-esp-navigator-custom-semi-hollow-electric-guitar-w-hard-case,1999.99,Good (4/5; professionally repaired headstock crack),"Plainview, NY (Long Island)",,ESP Navigator Custom Semi-Hollow (top-tier ESP Japan line; exact model/year unidentified),,,7.5,1.66,,,Not stated (seller: 'amazing neck feel'),,,Stock ESP humbuckers (implied),Hardshell case,Headstock crack professionally repaired,dealer measured,2026-07-25,2026-08-01
g084,les_paul,52.9,ACTIVE,Reverb – Tone House Studios,https://reverb.com/item/99190914-2012-edwards-e-lp-112ce-les-paul-custom-black-mij-w-gigbag-duncan-pickups,1699.99,Very Good,"West Babylon, NY (Long Island)",2012,Edwards (ESP) E-LP-112CE Les Paul Custom style (MIJ),Black,ED1217361,8.0,1.74,0.941,1.01,Fuller carve (0.941 first fret),,,"Seymour Duncan SH-1N '59 (neck) / SH-4 JB (bridge), factory-fitted",Gigbag,Minor cosmetic wear + stickers; factory-stock Duncans,dealer measured,2026-07-20,2026-08-01
g050,es_335,52.0,ACTIVE,Willcutt Guitars,https://willcuttguitars.com/products/gibson-58-es-335-reissue-tobacco-burst-murphy-lab-heavy-aged-nh-200-58es335psl21802-a840200,7999,New,"Lexington, KY",,"Gibson Custom Shop 1958 ES-335 Reissue, Murphy Lab Heavy Aged (130th Anniversary limited, 1 of 130)",Tobacco Burst,A840200,7.75,1.687,,,'58 Unbound Fat C-Shape,Big '58 rounded shoulders - well outside slim target; reported for ideal weight,"12""",Custombuckers (unpotted),Brown Lifton hardshell with pink lining + COA,,dealer measured,2026-07-19,2026-08-01
g283,es_335,52.0,ACTIVE,Lovies Guitars ,https://reverb.com/item/94094879-unplayed-gibson-custom-shop-murphy-lab-61-es-335-historic-reissue-ultra-light-aged-cherry-coa-ohsc,5695.0,Excellent,"Thousand Oaks, CA",2022,Custom Shop Murphy Lab '61 ES-335 Reissue Ultra Light Aged,Murphy Lab Light Aged Cherry Red,121617,7.6,1.6875,,,Authentic '61,,,Custombucker (stock),OHSC + COA,,,2026-07-30,2026-08-01
g119,les_paul,51.9,ACTIVE,Reverb – Andrew's Gear Depot (private seller),https://reverb.com/item/99645608,1125,Very Good (significant scoring/scratches on back; minimal fret wear),"Wantage, NJ (seller offers NYC-metro demo meetups)",1989,"Greco EG-1000D Les Paul style (top-line Greco EG, MIJ golden era)",Flamed Cherry Sunburst,,9.28,,,,,,,DiMarzio 36th Anniversary PAF set (originals gone before seller acquired),Gibson gig bag only,Pickups replaced (DiMarzio 36th Anniversary PAFs),dealer measured,2026-07-23,2026-08-01
g219,les_paul,51.9,ACTIVE,Breaze Guitars,https://reverb.com/item/97325525-2024-gibson-les-paul-1960-reissue-historic-makeover-standard-lemonburst-aged,7826.0,Excellent,,2024,Les Paul 1960 Reissue,Lemonburst,,7.75,,,,,,,OX4,True,,,2026-07-30,2026-08-01
g067,les_paul,51.2,EXCLUDED,Southside Guitars,https://southsideguitars.com/products/1969-Gibson-Les-Paul-Standard-Goldtop-p828031704,21950,"Very good vintage - honest play wear, checking, no breaks/repairs","Brooklyn, NY",1969,"Gibson Les Paul Standard Goldtop (1-piece body, 3-piece neck, no volute, '68-dated pots, 2nd stamp)",Goldtop,,9.06,,,,,,,Original P-90s,Original case,"Caps changed to bumble-bees, non-original jack plate; otherwise original",dealer measured,2026-07-19,2026-07-19
g301,es_335,51.2,ACTIVE,"Guitar Effects Pedals Nashville Showroom (Reverb: guitareffectspedals, preferred seller, 14.6k feedback)",https://reverb.com/item/95979835-used-2021-gibson-custom-shop-wildwood-spec-64-es-335-in-viking-red-excellent-condition-with-ohsc,5699.0,Excellent,"Nashville, TN",2021,Gibson Custom Shop Wildwood Spec '64 ES-335,Viking Red,,7.6875,1.6875,,,'64 profile (Wildwood Spec; not detailed in listing),,,Custombuckers (standard Wildwood Spec '64 spec; not explicitly stated in listing),True,None noted; original hard case and paperwork included,,2026-07-31,2026-08-01
g186,les_paul,50.7,ACTIVE,6strings4sale,https://reverb.com/item/97994456-2025-gibson-custom-shop-psl-59-les-paul-reissue-lpr9-ice-tea-no-pickguard,5990.0,Excellent,,2025,Custom Shop '59 Les Paul Standard Reissue,Royal Tea Burst VOS,,8.69,,0.89,0.98,,,,,,,,2026-07-30,2026-08-01
g218,les_paul,50.2,ACTIVE,Ryan Fowler's Guitar Experience,https://reverb.com/item/97630903-2015-gibson-custom-shop-1959-les-paul-7-84lbs-wildwood-spec-featherweight-edition-w-ohsc,5729.0,Excellent,,2015,Les Paul,Wildwood,,7.84,,,,,,,,True,,,2026-07-30,2026-08-01
g237,les_paul,50.1,ACTIVE,Wildwood Guitars,https://reverb.com/item/90524359-gibson-custom-shop-wildwood-spec-1956-les-paul-standard-gloss,6699.0,Brand New,,,Les Paul Standard,Ebony Sparkle Finish Type: Gloss,,8.05,1.6875,0.9,1.0,'50s Rounded,,,2 Custom P-90s w/Alnico III Magnets,True,,,2026-07-30,2026-08-01
g234,les_paul,47.3,ACTIVE,Wildwood Guitars,https://reverb.com/item/90763384-gibson-custom-shop-wildwood-spec-1956-les-paul-standard-gloss,6699.0,Brand New,,,Les Paul Standard,Blue Sparkle Finish Type: Gloss,,7.91,1.6875,0.92,1.01,'50s Chunky D Profile,,,2 Custom P-90s w/Alnico III Magnets,True,,,2026-07-30,2026-08-01
g163,es_335,44.1,ACTIVE,TR Crandall Guitars,https://trcrandall.com/products/2011-gibson-es-335,2999.0,Good (repaired headstock crack),,2011,Custom Shop ES-335 (Memphis-built),,,,,0.83,0.93,,,,,True,,,2026-07-30,2026-08-01
g121,es_335,44.0,ACTIVE,Reverb – Southside Guitars,https://reverb.com/item/96881305-gibson-es-335-1974-cherry-red,4650,Very Good,"Brooklyn, NY",1974,Gibson ES-335,Cherry Red,418063,,,,,"Not stated (1974 Norlin era - expected slim taper, 1-9/16 nut)",,,Seymour Duncan (non-original),Non-original hard case,"Duncan pickups, Grover tuners, Nashville-style bridge, non-original pots/electronics, refret with neck binding replaced; original finish",unstated,2026-07-24,2026-08-01
g111,es_335,38.5,PRICE DROP,Reverb – private seller (Brooklyn),https://reverb.com/item/98424038-ibanez-as153-ays-12-01-2002-present-yellow-sunburst,550.0,Excellent (under 1 hour of play by current owner),"Brooklyn, NY",2012,Ibanez AS153 Artstar 335-style (MIJ tier),Antique Yellow Sunburst,,,,,,Factory: Artstar 3-pc mahogany/maple set neck,,,Stock Ibanez Super 58 humbuckers (per model spec),Original Ibanez hardshell case + cable,None stated,unstated,2026-07-22,2026-08-01
g108,les_paul,37.5,ACTIVE,Rivington Guitars,https://rivingtonguitars.com/products/1985-tokai-love-rock-les-paul-standard-goldtop,1495,Very Good (all original),"New York, NY (East Village)",1985,"Tokai Love Rock LS Goldtop (mid-1980s MIJ, tier TBD)",Goldtop,,,,,,"Not stated; dealer calls it comfortable, light and resonant",,,Original Tokai humbuckers,Hard case (non-original),None - all original,unstated,2026-07-22,2026-08-01
g204,es_335,35.2,ACTIVE,ProAudioStar,https://reverb.com/item/84120574-ibanez-jsm10emttb-john-scofield-signature-hollow-body-guitar-two-tone-burst,799.99,Brand New,,,JSM10EMTTB John Scofield Signature Hollow Body Guitar - Burst,,,,,,,,,,,,,,2026-07-30,2026-08-01
g205,es_335,35.0,ACTIVE,ProAudioStar,https://reverb.com/item/84861554-used-ibanez-jsm10emttb-john-scofield-sig-hollow-body-guitar-two-tone-burst,679.99,Mint,,,Used JSM10EMTTB John Scofield Signature Hollow Body Guitar Burst,,,,,,,,,,,,,,2026-07-30,2026-08-01
g110,les_paul,34.5,ACTIVE,"Reverb – private seller (Saint James, NY)",https://reverb.com/item/99336933-edwards-e-lp-98-ltc-2009-nitro,1300,Excellent (one small finish ding),"Saint James, NY (Long Island)",2009,"Edwards E-LP-98LTC (ESP Japan, upper-mid MIJ tier, nitro top)",Honeyburst (nitro),,,,,,,,,Seymour Duncan Distortions w/ coil-split installed; original SH-1 '59 / SH-4 JB included,Soft gig bag,Pickup swap + coil-split wiring (reversible; originals included),unstated,2026-07-22,2026-08-01
g135,les_paul,34.5,ACTIVE,Reverb – private seller (Record Cafe Label Publishing),https://reverb.com/item/99755599-edwards-les-paul-made-in-japan,1490,Excellent,"Patchogue, NY (Long Island)",,"Edwards (ESP Japan) Les Paul 'Limited Model' - LP Standard style, tier TBD",,,,,,,,,,"Seller: 'Humbuckers Gibson 59s' - ambiguous (Duncan '59s or Burstbuckers?), verify",True,Unknown - pickups possibly swapped,unstated,2026-07-27,2026-08-01
g098,les_paul,33.5,ACTIVE,Reverb – SattarGuitar (private seller),https://reverb.com/item/94465014-fernandes-burny-super-grade-80s-black,949.99,Very Good,"Dix Hills, NY (Long Island)",1985,"Burny (Fernandes) Super Grade Les Paul style - RLG series, tier unconfirmed",Black,,,,,,,,,"Original Burny VH-1 humbuckers, original wiring",True,"HEADSTOCK REPAIR (two splines, described solid/stable); frets leveled/crowned; Gotoh tuners/bridge (stock status unclear)",unstated,2026-07-21,2026-08-01
g116,es_335,33.5,ACTIVE,Reverb – Mojo City Guitars,https://reverb.com/item/99528256-1975-gibson-es-335td-walnut,4250,Very Good,"Long Island City, NY (Queens)",1975,Gibson ES-335TD,Walnut,,,,,,,,,Lollar El Rayo in bridge (original included in case); original neck pickup,True,Lollar bridge pickup installed (original included); fingerboard wear at first few frets; otherwise original,unstated,2026-07-23,2026-08-01
g203,les_paul,33.5,ACTIVE,Corey's Gear Outlet,https://reverb.com/item/96346600-greco-les-paul-standard-1970-tobacco,1500.0,Very Good,,1970,Les Paul standard,Tobacco,,,,,,,,,,,,,2026-07-30,2026-08-01
g117,es_335,33.0,ACTIVE,Reverb – Southside Guitars,https://reverb.com/item/94377439-gibson-es-335-1980-sunburst,4850,Very Good,"Brooklyn, NY",1980,Gibson ES-335TD,Sunburst,,,,,,,,,Original 1980 Gibson humbuckers,True,"Knobs and bridge replaced; finish original; unusual factory stop tailpiece, no coil-tap switch",unstated,2026-07-23,2026-08-01
g168,es_335,33.0,ACTIVE,Harry's Gear Emporium,https://reverb.com/item/92662996-gibson-61-es-335-reissue-2020-present-vos-sixties-cherry,3783.0,Very Good,,2020 - Present,'61 ES-335 Reissue,VOS Sixties Cherry,,,,,,,,,,,,,2026-07-30,2026-08-01
g170,les_paul,33.0,ACTIVE,ProAudioStar,https://reverb.com/item/97583753-used-gibson-2022-les-paul-standard-60s-unburst,2439.99,Very Good,,2022,Les Paul Standard '60s,,,,,,,,,,,,,,2026-07-30,2026-08-01
g081,les_paul,32.2,ACTIVE,Rivington Guitars,https://reverb.com/item/96874843-1978-greco-eg-450-les-paul-sunburst-flame-top-w-bigsby,1195,"Used - very clean, all original","New York, NY (East Village)",1978,Greco EG-450 Les Paul style (Fujigen MIJ),Sunburst flame top,,,,,,,,,Original Greco humbuckers,Hard case (non-original),"None stated - all original, factory Bigsby",unstated,2026-07-20,2026-08-01
g142,les_paul,32.2,ACTIVE,Rivington Guitars,https://rivingtonguitars.com/products/1975-gibson-les-paul-deluxe-w-humbuckers-natural,3999.0,,,1975,Les Paul Deluxe,Natural,,,,,,,,,,True,,,2026-07-30,2026-08-01
g144,les_paul,32.2,ACTIVE,Rivington Guitars,https://rivingtonguitars.com/products/1976-gibson-les-paul-standard-cherry-sunburst-w-original-hardshell-case,3795.0,,,1976,Les Paul Standard (Norlin),Cherry Sunburst,,,,,,,,,,,,,2026-07-30,2026-08-01
g145,les_paul,32.2,ACTIVE,Rivington Guitars,https://rivingtonguitars.com/products/1977-gibson-les-paul-deluxe-cherry-sunburst,3999.0,,,1977,Les Paul Deluxe,Cherry Sunburst,,,,,,,,,,,,,2026-07-30,2026-08-01
g164,es_335,32.2,ACTIVE,Southside Guitars,https://southsideguitars.com/products/1978-Gibson-ES-335-Sunburst-p626246972,4250,,,1978,ES-335 (Norlin),Sunburst,,,,,,,,,,True,,,2026-07-30,2026-08-01
g297,es_335,32.0,ACTIVE,Rivington Guitars,https://rivingtonguitars.com/products/2024-gibson-custom-shop-murphy-lab-58-re-issue-es-335-blonde-w-original-case-paperwork,7495,"Excellent+ (pre-owned, like new, hardly used)",,2024,Gibson Custom Shop 1958 ES-335 Murphy Lab Heavy Aged Ltd (limited run of 130),Dirty Blonde (Heavy Aged natural),,,1.6875,,,Very deep-profile round-backed '58 neck (NOT buyer's skinny carve),,,Stock Custom Shop humbuckers (unspecified in listing),True,None noted; all original with full CS paperwork and Murphy Lab COA,,2026-07-31,2026-08-01
g146,les_paul,31.8,ACTIVE,Rivington Guitars,https://rivingtonguitars.com/products/1973-gibson-les-paul-custom-sunburst,4999.0,,,1973,Les Paul Custom (Norlin),Sunburst,,,,,,,,,,True,,,2026-07-30,2026-08-01
g147,les_paul,31.8,ACTIVE,Rivington Guitars,https://rivingtonguitars.com/products/1980-gibson-heritage-80-les-paul-standard-flamed-maple-sunburst,5495.0,,,1980,Les Paul Heritage Series Standard-80,Flamed Maple Sunburst,,,,,,,,,,,,,2026-07-30,2026-08-01
g148,les_paul,31.8,ACTIVE,Rudy's Music,https://rudysmusic.com/products/les-paul-standard-60s-figured-top-iced-tea,2799.0,,,,Les Paul Standard '60s Figured Top,Iced Tea,,,,,,,,,,True,,,2026-07-30,2026-08-01
g149,les_paul,31.8,ACTIVE,Rudy's Music,https://rudysmusic.com/products/les-paul-standard-60s-figured-top-unburst,2799.0,,,,Les Paul Standard '60s Figured Top,Unburst,,,,,,,,,,True,,,2026-07-30,2026-08-01
g151,les_paul,31.8,ACTIVE,Rudy's Music,https://rudysmusic.com/products/1960-les-paul-standard-reissue-vos-iced-tea-burst,6699.0,,,,Custom Shop 1960 Les Paul Standard Reissue (R0) VOS,Iced Tea Burst,,,,,,,,,,,,,2026-07-30,2026-08-01
g153,les_paul,31.8,ACTIVE,Rudy's Music,https://rudysmusic.com/products/1958-les-paul-standard-reissue-vos-bourbon-burst,5299.0,,,,Custom Shop 1958 Les Paul Standard Reissue VOS,Bourbon Burst,,,,,,,,,,,,,2026-07-30,2026-08-01
g155,les_paul,31.8,ACTIVE,Rudy's Music,https://rudysmusic.com/products/gibson-cs-used-2025-59-les-paul-9_5741-w-ohsc,4995.0,,,2025,Custom Shop 1959 Les Paul Reissue VOS (used),Cherry Sunburst,9 5741,,,,,,,,,True,,,2026-07-30,2026-08-01
g156,les_paul,31.8,ACTIVE,Rudy's Music,https://rudysmusic.com/products/gibson-used-2025-58-les-paul-ebony-ultra-light-aged,5495.0,,,2025,Custom Shop 1958 Les Paul Reissue Ultra Light Aged (used),Ebony,85636,,,,,,,,,True,,,2026-07-30,2026-08-01
g158,es_335,31.8,ACTIVE,Rudy's Music,https://rudysmusic.com/products/u-gibson-1979-es-335-pro-sunburst-72189017-w-ohsc,4695.0,,,1979,ES-335 Pro (Norlin),Sunburst,72189017,,,,,,,,,True,,,2026-07-30,2026-08-01
g159,es_335,31.8,ACTIVE,Rudy's Music,https://rudysmusic.com/products/u-gibson-2019-es-335-dot-made-in-memphis-black-sparkle-10058731-w-ohsc,3499.0,,,2019,ES-335 Dot (Memphis),Black Sparkle,10058731,,,,,,,,,True,,,2026-07-30,2026-08-01
g165,es_335,31.8,ACTIVE,Southside Guitars,https://southsideguitars.com/products/1980-Gibson-ES-335-Sunburst-p791738402,4850,,,1980,ES-335 (Norlin),Sunburst,,,,,,,,,,True,,,2026-07-30,2026-08-01
g172,les_paul,31.8,ACTIVE,ProAudioStar,https://reverb.com/item/94932822-used-gibson-custom-shop-les-paul-1959-reissue-cme-spec-cherry-tea-burst-w-ohsc,5329.99,Good,,1959,Les Paul,,,,,,,,,,,True,,,2026-07-30,2026-08-01
g175,les_paul,31.8,ACTIVE,ProAudioStar,https://reverb.com/item/92707223-used-gibson-custom-shop-59-les-paul-standard-reissue-vos-green-lemon-fade,4879.99,Good,,1959,Custom Shop '59 Les Paul Standard Reissue,,,,,,,,,,,True,,,2026-07-30,2026-08-01
g143,es_335,30.8,ACTIVE,Rivington Guitars,https://rivingtonguitars.com/products/2009-gibson-es-335-cherry-red,3695.0,,,2009,ES-335 (Memphis),Cherry Red,,,,,,,,,,True,,,2026-07-30,2026-08-01
g150,les_paul,30.1,ACTIVE,Rudy's Music,https://rudysmusic.com/products/1959-les-paul-standard-reissue-vos-iced-tea-burst,6699.0,,,,Custom Shop 1959 Les Paul Standard Reissue VOS,Iced Tea Burst,,,,,,,,,,,,,2026-07-30,2026-08-01
g152,les_paul,30.1,ACTIVE,Rudy's Music,https://rudysmusic.com/products/1959-les-paul-standard-reissue-vos-dirty-lemon,6699.0,,,,Custom Shop 1959 Les Paul Standard Reissue VOS,Dirty Lemon,,,,,,,,,,,,,2026-07-30,2026-08-01
g167,es_335,29.6,PRICE DROP,K Gear Bazaar,https://reverb.com/item/98249920-pre-owned-2024-gibson-custom-shop-murphy-lab-1961-es-335-heavy-aged-sixties-cherry,5950.0,Excellent,,2024,Murphy Lab 1961 ES-335 Heavy Aged - Sixties Cherry,,,,,,,,,,,,,,2026-07-30,2026-08-01
g089,les_paul,29.5,ACTIVE,Reverb – Attila's Gear Garage (private seller),https://reverb.com/item/97450223-edwards-lp-2007-flamed-honey,800,Very Good,"Brooklyn, NY",2007,"Edwards (ESP) E-LP Les Paul style, tier unconfirmed (likely E-LP-92/98)",Flamed honey burst,,,,,,'50s neck (seller-stated),,,Not stated (2007 E-LP flame tops typically factory Duncan-loaded),,Missing truss rod cover; one small scratch,unstated,2026-07-20,2026-08-01
g154,les_paul,27.2,ACTIVE,Rudy's Music,https://rudysmusic.com/products/1959-les-paul-standard-reissue-mismatched-botb-110-top-golden-poppy-burst-heavy-aged-nh,9799.0,,,,Custom Shop 1959 Les Paul BOTB #110 Heavy Aged,Golden Poppy Burst,,,,,,,,,,,,,2026-07-30,2026-08-01
g157,les_paul,27.2,ACTIVE,Rudy's Music,https://rudysmusic.com/products/68-les-paul-custom-olive-drab-top-ebony-back-heavy-aged-nh,8699.0,,,,Custom Shop '68 Les Paul Custom Heavy Aged,Olive Drab Top / Ebony Back,,,,,,,,,,True,,,2026-07-30,2026-08-01
g173,les_paul,27.2,ACTIVE,Rob's Gear Garage,https://reverb.com/item/94434443-gibson-les-paul-custom-1976-77-white,9500.0,Good,,1976-77,Les Paul Custom,White,,,,,,,,,,,,,2026-07-30,2026-08-01
g176,les_paul,27.2,ACTIVE,ProAudioStar,https://reverb.com/item/90905732-used-gibson-2015-custom-shop-60-les-paul-reissue-r0-dark-burst,4449.99,Good,,2015,Les Paul,,,,,,,,,,,,,,2026-07-30,2026-08-01
g088,es_335,23.2,ACTIVE,Reverb – Pro Audio Star,https://reverb.com/item/71925846-used-ibanez-jsm100vt-john-scofield-signature-w-case-vintage-sunburst,2999.99,Used - Mint,"Brooklyn, NY",,Ibanez JSM100VT John Scofield Signature semi-hollow (Fujigen Prestige MIJ),Vintage Sunburst,,,1.653,,,"JSM set-in mahogany neck, compound-radius board",,Compound,Ibanez Super 58 (x2),Hardshell case,None stated,factory spec,2026-07-20,2026-08-01
